Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P1RLV1090 ,1 ,0.42  ,3.71    ,0.75   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.28    ,1.88   ,25483.36   ,1 ,
P1RLV1091 ,1 ,0.42  ,7.97    ,1.62   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,19.92   ,4.05   ,54688.24   ,1 ,
P1RLV1092 ,1 ,0.42  ,1.93    ,0.39   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,4.83    ,0.98   ,14228.65   ,1 ,
P1RLV1093 ,1 ,0.42  ,4.41    ,0.90   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,11.03   ,2.24   ,30276.77   ,1 ,
P1RLV1094 ,1 ,0.42  ,3.70    ,0.75   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.25    ,1.88   ,25397.46   ,1 ,
P1RLV1095 ,1 ,0.42  ,5.02    ,1.02   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,12.56   ,2.55   ,34477.89   ,1 ,
P1RLV1096 ,1 ,0.42  ,2.31    ,0.47   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,5.77    ,1.17   ,16360.44   ,1 ,
P1RLV1097 ,1 ,0.42  ,1.63    ,0.33   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,4.06    ,0.83   ,12471.91   ,1 ,
P1RLV1098 ,1 ,0.42  ,3.37    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.43    ,1.71   ,23133.60   ,1 ,
P1RLV1099 ,1 ,0.42  ,5.17    ,1.05   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,12.93   ,2.62   ,35487.72   ,1 ,
P1RLV1100 ,1 ,0.42  ,2.76    ,0.56   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,6.90    ,1.40   ,18934.75   ,1 ,
P1RLV1101 ,1 ,0.42  ,4.96    ,1.01   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,12.40   ,2.52   ,34033.42   ,1 ,
P1RLV1102 ,1 ,0.42  ,3.05    ,0.62   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.61    ,1.55   ,20903.64   ,1 ,
P1RLV1103 ,1 ,0.42  ,2.83    ,0.58   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.08    ,1.44   ,19442.84   ,1 ,
P1RLV1104 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,6602.03    ,1 ,
P1RLV1105 ,1 ,0.42  ,3.37    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.42    ,1.71   ,23121.71   ,1 ,
P1RLV1106 ,1 ,0.42  ,3.31    ,0.67   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.29    ,1.68   ,22750.93   ,1 ,
P1RLV1107 ,1 ,0.42  ,4.34    ,0.88   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.86   ,2.21   ,29818.86   ,1 ,
P1RLV1108 ,1 ,0.42  ,1.49    ,0.30   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.73    ,0.76   ,11621.42   ,1 ,
P1RLV1109 ,1 ,0.42  ,2.40    ,0.49   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,6.01    ,1.22   ,16898.65   ,1 ,
P1RLV1110 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,6579.23    ,1 ,
P1RLV1111 ,1 ,0.42  ,1.98    ,0.40   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,4.95    ,1.01   ,14512.90   ,1 ,
P1RLV1112 ,1 ,0.42  ,4.31    ,0.87   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.77   ,2.19   ,29573.21   ,1 ,
P1RLV1113 ,1 ,0.42  ,3.38    ,0.69   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.45    ,1.72   ,23206.84   ,1 ,
P1RLV1114 ,1 ,0.42  ,3.14    ,0.64   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.84    ,1.59   ,21519.31   ,1 ,
P1RLV1115 ,1 ,0.42  ,3.91    ,0.79   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.78    ,1.99   ,26851.17   ,1 ,
P1RLV1116 ,1 ,0.42  ,10.64   ,2.16   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,26.61   ,5.40   ,73058.05   ,1 ,
P1RLV1117 ,1 ,0.42  ,5.49    ,1.12   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,13.73   ,2.79   ,37687.83   ,1 ,
P1RLV1118 ,1 ,0.42  ,4.55    ,0.92   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,11.37   ,2.31   ,31217.05   ,1 ,
P1RLV1119 ,1 ,0.42  ,6.59    ,1.34   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,16.48   ,3.35   ,45244.45   ,1 ,
P1RLV1120 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,9144.85    ,1 ,
P1RLV1121 ,1 ,0.42  ,1.49    ,0.30   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.72    ,0.75   ,11579.63   ,1 ,
P1RLV1122 ,1 ,0.42  ,3.61    ,0.73   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.03    ,1.83   ,24787.75   ,1 ,
P1RLV1123 ,1 ,0.42  ,3.22    ,0.65   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.05    ,1.63   ,22090.61   ,1 ,
P1RLV1124 ,1 ,0.42  ,7.01    ,1.42   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,17.51   ,3.56   ,48083.02   ,1 ,
P1RLV1125 ,1 ,0.42  ,3.66    ,0.74   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.16    ,1.86   ,25151.01   ,1 ,
P1RLV1126 ,1 ,0.42  ,3.84    ,0.78   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.61    ,1.95   ,26378.19   ,1 ,
P1RLV1127 ,1 ,0.42  ,6.21    ,1.26   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,15.51   ,3.15   ,42589.58   ,1 ,
P1RLV1128 ,1 ,0.42  ,3.52    ,0.71   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.80    ,1.79   ,24166.12   ,1 ,
P1RLV1129 ,1 ,0.42  ,5.96    ,1.21   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,14.89   ,3.02   ,40872.63   ,1 ,
P1RLV1130 ,1 ,0.42  ,2.94    ,0.60   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.35    ,1.49   ,20173.65   ,1 ,
P1RLV1131 ,1 ,0.42  ,3.00    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.49    ,1.52   ,20575.45   ,1 ,
P1RLV1132 ,1 ,0.42  ,3.16    ,0.64   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.89    ,1.60   ,21667.40   ,1 ,
P1RLV1133 ,1 ,0.42  ,3.87    ,0.79   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.68    ,1.97   ,26581.33   ,1 ,
P1RLV1134 ,1 ,0.42  ,2.84    ,0.58   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.11    ,1.44   ,19507.61   ,1 ,
P1RLV1135 ,1 ,0.42  ,4.40    ,0.89   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,11.01   ,2.24   ,30222.00   ,1 ,
P1RLV1136 ,1 ,0.42  ,2.30    ,0.47   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,5.75    ,1.17   ,16311.39   ,1 ,
P1RLV1137 ,1 ,0.42  ,1.75    ,0.36   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,4.38    ,0.89   ,13215.78   ,1 ,
P1RLV1138 ,1 ,0.42  ,5.87    ,1.19   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,14.68   ,2.98   ,40292.89   ,1 ,
P1RLV1139 ,1 ,0.42  ,2.89    ,0.59   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.23    ,1.47   ,19841.46   ,1 ,
P1RLV1140 ,1 ,0.42  ,3.33    ,0.68   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.32    ,1.69   ,22854.20   ,1 ,
P1RLV1141 ,1 ,0.42  ,3.97    ,0.81   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.91    ,2.01   ,27214.43   ,1 ,
P1RLV1142 ,1 ,0.42  ,3.79    ,0.77   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.48    ,1.93   ,26029.23   ,1 ,
P1RLV1143 ,1 ,0.42  ,1.55    ,0.31   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.87    ,0.79   ,11980.93   ,1 ,
P1RLV1144 ,1 ,0.42  ,5.92    ,1.20   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,14.80   ,3.00   ,40622.39   ,1 ,
P1RLV1145 ,1 ,0.42  ,7.40    ,1.50   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,18.50   ,3.76   ,50777.81   ,1 ,
P1RLV1146 ,1 ,0.42  ,5.30    ,1.08   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,13.24   ,2.69   ,36346.80   ,1 ,
P1RLV1147 ,1 ,0.42  ,3.03    ,0.61   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.57    ,1.54   ,20774.22   ,1 ,
P1RLV1148 ,1 ,0.42  ,3.80    ,0.77   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.50    ,1.93   ,26080.27   ,1 ,
P1RLV1149 ,1 ,0.42  ,3.19    ,0.65   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.97    ,1.62   ,21891.65   ,1 ,
P1RLV1150 ,1 ,0.42  ,1.94    ,0.39   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,4.86    ,0.99   ,14410.26   ,1 ,
P1RLV1151 ,1 ,0.42  ,3.90    ,0.79   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.75    ,1.98   ,26766.02   ,1 ,
P1RLV1152 ,1 ,0.42  ,8.42    ,1.71   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,21.06   ,4.28   ,57810.41   ,1 ,
P1RLV1153 ,1 ,0.42  ,3.11    ,0.63   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.77    ,1.58   ,21331.77   ,1 ,
P1RLV1154 ,1 ,0.42  ,4.39    ,0.89   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.98   ,2.23   ,30133.06   ,1 ,
P1RLV1155 ,1 ,0.42  ,3.15    ,0.64   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.87    ,1.60   ,21619.01   ,1 ,
P1RLV1156 ,1 ,0.42  ,5.01    ,1.02   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,12.51   ,2.54   ,34351.14   ,1 ,
P1RLV1157 ,1 ,0.42  ,3.15    ,0.64   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.87    ,1.60   ,21615.83   ,1 ,
P1RLV1158 ,1 ,0.42  ,6.13    ,1.24   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,15.32   ,3.11   ,42048.37   ,1 ,
P1RLV1159 ,1 ,0.42  ,4.85    ,0.99   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,12.13   ,2.46   ,33305.51   ,1 ,
P1RLV1160 ,1 ,0.42  ,4.92    ,1.00   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,12.31   ,2.50   ,33795.29   ,1 ,
P1RLV1161 ,1 ,0.42  ,3.60    ,0.73   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.99    ,1.83   ,24683.45   ,1 ,
P1RLV1162 ,1 ,0.42  ,2.82    ,0.57   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.04    ,1.43   ,19320.01   ,1 ,
P1RLV1163 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,9301.59    ,1 ,
P1RLV1164 ,1 ,0.42  ,3.14    ,0.64   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.84    ,1.59   ,21535.49   ,1 ,
P1RLV1165 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,8904.19    ,1 ,
P1RLV1166 ,1 ,0.42  ,4.52    ,0.92   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,11.29   ,2.29   ,31006.79   ,1 ,
P1RLV1167 ,1 ,0.42  ,4.40    ,0.89   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,11.00   ,2.23   ,30185.46   ,1 ,
P1RLV1168 ,1 ,0.42  ,3.47    ,0.70   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.67    ,1.76   ,23808.37   ,1 ,
P1RLV1169 ,1 ,0.42  ,4.96    ,1.01   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,12.40   ,2.52   ,34033.97   ,1 ,
P1RLV1170 ,1 ,0.42  ,3.83    ,0.78   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.57    ,1.94   ,26285.67   ,1 ,
P1RLV1171 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,9156.73    ,1 ,
P1RLV1172 ,1 ,0.42  ,2.21    ,0.45   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,5.53    ,1.12   ,15825.50   ,1 ,
P1RLV1173 ,1 ,0.42  ,2.76    ,0.56   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,6.91    ,1.40   ,18970.08   ,1 ,
P1RLV1174 ,1 ,0.42  ,3.18    ,0.65   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.95    ,1.61   ,21815.38   ,1 ,
P1RLV1175 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,10216.51   ,1 ,
P1RLV1176 ,1 ,0.42  ,4.10    ,0.83   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.25   ,2.08   ,28151.40   ,1 ,
P1RLV1177 ,1 ,0.42  ,3.74    ,0.76   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,9.36    ,1.90   ,25690.55   ,1 ,
P1RLV1178 ,1 ,0.42  ,4.15    ,0.84   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.39   ,2.11   ,28512.75   ,1 ,
P1RLV1179 ,1 ,0.42  ,3.48    ,0.71   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.69    ,1.76   ,23849.74   ,1 ,
P1RLV1180 ,1 ,0.42  ,5.62    ,1.14   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,14.05   ,2.85   ,38580.78   ,1 ,
P1RLV1181 ,1 ,0.42  ,3.55    ,0.72   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.86    ,1.80   ,24332.67   ,1 ,
P1RLV1182 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,6383.86    ,1 ,
P1RLV1183 ,1 ,0.42  ,5.91    ,1.20   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,14.76   ,3.00   ,40532.80   ,1 ,
P1RLV1184 ,1 ,0.42  ,4.33    ,0.88   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,10.82   ,2.20   ,29716.09   ,1 ,
P1RLV1185 ,3 ,0.42  ,48.98   ,9.95   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,122.46  ,24.87  ,363260.70  ,1 ,
P1RLV1186 ,3 ,0.42  ,45.62   ,9.26   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,114.05  ,23.16  ,338318.90  ,1 ,
P1RLV1187 ,3 ,0.42  ,60.42   ,12.27  ,RHS1_1247 ,RHS1_1247 -> RDT137  ,151.06  ,30.67  ,448103.70  ,1 ,
P1RLV1188 ,1 ,0.42  ,8.05    ,1.64   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,20.13   ,4.09   ,59725.75   ,1 ,
P1RLV1189 ,1 ,0.42  ,5.39    ,1.09   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,13.47   ,2.73   ,36966.88   ,1 ,
P1RLV1190 ,1 ,0.42  ,7.42    ,1.51   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,18.55   ,3.77   ,50920.23   ,1 ,
P1RLV1191 ,1 ,0.42  ,1.38    ,0.28   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.45    ,0.70   ,10103.15   ,1 ,
P1RLV1192 ,1 ,0.42  ,2.89    ,0.59   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.21    ,1.46   ,19805.69   ,1 ,
P1RLV1193 ,1 ,0.42  ,3.04    ,0.62   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,7.59    ,1.54   ,22521.30   ,1 ,
P1RLV1194 ,1 ,0.42  ,1.41    ,0.29   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,3.52    ,0.71   ,11069.45   ,1 ,
P1RLV1195 ,1 ,0.42  ,3.44    ,0.70   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,8.60    ,1.75   ,23615.93   ,1 ,
P1RLV1196 ,1 ,0.42  ,5.80    ,1.18   ,RHS0_1247 ,RHS0_1247 -> RDT1534 ,14.49   ,2.94   ,39780.45   ,1 ,
P1RLV1197 ,1 ,0.42  ,3.92    ,0.80   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.81    ,1.99   ,29104.45   ,1 ,
P1RLV1198 ,3 ,0.42  ,46.58   ,9.46   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,116.46  ,23.65  ,345466.60  ,1 ,
P1RLV1199 ,3 ,0.42  ,58.64   ,11.91  ,RHS1_1247 ,RHS1_1247 -> RDT137  ,146.60  ,29.77  ,434877.30  ,1 ,
P1RLV1200 ,3 ,0.42  ,31.46   ,6.39   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,78.64   ,15.97  ,233281.80  ,1 ,
P1RLV1201 ,1 ,0.42  ,13.44   ,2.73   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,33.59   ,6.82   ,99655.71   ,1 ,
P1RLV1202 ,1 ,0.42  ,5.25    ,1.07   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,13.12   ,2.66   ,38930.50   ,1 ,
P1RLV1203 ,3 ,0.42  ,46.80   ,9.50   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,117.01  ,23.76  ,347092.50  ,1 ,
P1RLV1204 ,3 ,0.42  ,48.54   ,9.86   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,121.36  ,24.64  ,359993.20  ,1 ,
P1RLV1205 ,1 ,0.42  ,1.38    ,0.28   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.45    ,0.70   ,6692.04    ,1 ,
P1RLV1206 ,1 ,0.42  ,3.30    ,0.67   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.25    ,1.68   ,24471.07   ,1 ,
P1RLV1207 ,3 ,0.42  ,46.73   ,9.49   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,116.82  ,23.72  ,346546.80  ,1 ,
P1RLV1208 ,3 ,0.42  ,47.40   ,9.62   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,118.50  ,24.06  ,351507.40  ,1 ,
P1RLV1209 ,1 ,0.42  ,6.13    ,1.25   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,15.33   ,3.11   ,45480.38   ,1 ,
P1RLV1210 ,1 ,0.42  ,5.01    ,1.02   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,12.54   ,2.55   ,37188.84   ,1 ,
P1RLV1211 ,1 ,0.42  ,10.78   ,2.19   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,26.95   ,5.47   ,79934.58   ,1 ,
P1RLV1212 ,1 ,0.42  ,1.61    ,0.33   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,4.02    ,0.82   ,12365.28   ,1 ,
P1RLV1213 ,1 ,0.42  ,16.92   ,3.44   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,42.30   ,8.59   ,125493.50  ,1 ,
P1RLV1214 ,1 ,0.42  ,3.61    ,0.73   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.02    ,1.83   ,24767.10   ,1 ,
P1RLV1215 ,1 ,0.42  ,2.11    ,0.43   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,5.28    ,1.07   ,15254.58   ,1 ,
P1RLV1216 ,1 ,0.42  ,4.99    ,1.01   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,12.48   ,2.54   ,34274.86   ,1 ,
P1RLV1217 ,1 ,0.42  ,1.38    ,0.28   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.45    ,0.70   ,7063.02    ,1 ,
P1RLV1218 ,3 ,0.42  ,46.93   ,9.53   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,117.32  ,23.82  ,348023.60  ,1 ,
P1RLV1219 ,1 ,0.42  ,5.56    ,1.13   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,13.90   ,2.82   ,38147.40   ,1 ,
P1RLV1220 ,1 ,0.42  ,1.38    ,0.28   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.45    ,0.70   ,9461.50    ,1 ,
P1RLV1221 ,1 ,0.42  ,3.65    ,0.74   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.13    ,1.85   ,25077.45   ,1 ,
P1RLV1222 ,1 ,0.42  ,2.90    ,0.59   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.25    ,1.47   ,19892.04   ,1 ,
P1RLV1223 ,1 ,0.42  ,16.61   ,3.37   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,41.52   ,8.43   ,123167.60  ,1 ,
P1RLV1224 ,3 ,0.42  ,42.90   ,8.71   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,107.24  ,21.78  ,318119.20  ,1 ,
P1RLV1225 ,1 ,0.42  ,7.44    ,1.51   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,18.61   ,3.78   ,51077.78   ,1 ,
P1RLV1226 ,1 ,0.42  ,7.18    ,1.46   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,17.95   ,3.65   ,49286.96   ,1 ,
P1RLV1227 ,1 ,0.42  ,4.14    ,0.84   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.35   ,2.10   ,28408.50   ,1 ,
P1RLV1228 ,1 ,0.42  ,8.37    ,1.70   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,20.92   ,4.25   ,57425.16   ,1 ,
P1RLV1229 ,1 ,0.42  ,3.21    ,0.65   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.01    ,1.63   ,22002.60   ,1 ,
P1RLV1230 ,1 ,0.42  ,6.24    ,1.27   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,15.61   ,3.17   ,42857.60   ,1 ,
P1RLV1231 ,1 ,0.42  ,3.48    ,0.71   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,8.71    ,1.77   ,23899.02   ,1 ,
P1RLV1232 ,1 ,0.42  ,2.89    ,0.59   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.22    ,1.47   ,19820.48   ,1 ,
P1RLV1233 ,1 ,0.42  ,7.10    ,1.44   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,17.74   ,3.60   ,48714.29   ,1 ,
P1RLV1234 ,1 ,0.42  ,4.47    ,0.91   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,11.17   ,2.27   ,30663.37   ,1 ,
P1RLV1235 ,1 ,0.42  ,1.43    ,0.29   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.56    ,0.72   ,11185.72   ,1 ,
P1RLV1236 ,1 ,0.42  ,5.87    ,1.19   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,14.68   ,2.98   ,40312.14   ,1 ,
P1RLV1237 ,1 ,0.42  ,4.56    ,0.93   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,11.39   ,2.31   ,31281.84   ,1 ,
P1RLV1238 ,1 ,0.42  ,4.10    ,0.83   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.25   ,2.08   ,28145.92   ,1 ,
P1RLV1239 ,1 ,0.42  ,3.67    ,0.75   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.18    ,1.86   ,27226.89   ,1 ,
P1RLV1240 ,3 ,0.42  ,58.66   ,11.91  ,RHS1_1247 ,RHS1_1247 -> RDT137  ,146.64  ,29.78  ,434997.70  ,1 ,
P1RLV1241 ,1 ,0.42  ,4.73    ,0.96   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,11.83   ,2.40   ,32486.48   ,1 ,
P1RLV1242 ,1 ,0.42  ,2.94    ,0.60   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.35    ,1.49   ,20170.82   ,1 ,
P1RLV1243 ,1 ,0.42  ,4.08    ,0.83   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.21   ,2.07   ,28018.40   ,1 ,
P1RLV1244 ,1 ,0.42  ,5.31    ,1.08   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,13.28   ,2.70   ,36468.81   ,1 ,
P1RLV1245 ,1 ,0.42  ,1.38    ,0.28   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,3.45    ,0.70   ,10360.41   ,1 ,
P1RLV1246 ,1 ,0.42  ,2.17    ,0.44   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,5.42    ,1.10   ,15562.49   ,1 ,
P1RLV1247 ,1 ,0.42  ,5.57    ,1.13   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,13.92   ,2.83   ,38216.90   ,1 ,
P1RLV1248 ,1 ,0.42  ,4.16    ,0.84   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,10.40   ,2.11   ,28539.03   ,1 ,
P1RLV1249 ,1 ,0.42  ,3.81    ,0.77   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,9.53    ,1.94   ,26166.53   ,1 ,
P1RLV1250 ,3 ,0.42  ,38.80   ,7.88   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,97.01   ,19.70  ,287773.00  ,1 ,
P1RLV1251 ,1 ,0.42  ,7.12    ,1.45   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,17.81   ,3.62   ,52832.73   ,1 ,
P1RLV1252 ,3 ,0.42  ,55.35   ,11.24  ,RHS1_1247 ,RHS1_1247 -> RDT137  ,138.38  ,28.10  ,410484.50  ,1 ,
P1RLV1253 ,3 ,0.42  ,31.67   ,6.43   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,79.17   ,16.08  ,234851.70  ,1 ,
P1RLV1254 ,3 ,0.42  ,47.07   ,9.56   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,117.69  ,23.90  ,349105.50  ,1 ,
P1RLV1255 ,1 ,0.42  ,2.92    ,0.59   ,RHS1_1247 ,RHS1_1247 -> RDT137  ,7.31    ,1.48   ,20068.55   ,1 ,
